0,1670409207.3796809,S
1,1670409223.7176113,S
2,1670409261.2966826,S
3,1670409279.37736,S
4,1670409296.441185,S
5,1670409347.1120534,S
6,1670409377.1883874,S
7,1670409407.9264896,S
8,1670409436.880509,S
9,1670409454.8107662,S
10,1670409475.9768999,F
11,1670409529.6897132,S
12,1670409550.7743268,S
13,1670409582.1711807,S
14,1670409598.5277467,S
15,1670409614.8952415,S
16,1670409633.0256233,S
17,1670409650.9637911,S
18,1670409683.0227776,S
19,1670409704.0183375,F
20,1670409757.836914,F
21,1670409811.5890622,S
22,1670409848.432361,F
23,1670409902.155375,S
24,1670409918.529202,S
25,1670409951.7249932,F
26,1670410005.6238194,F
27,1670410059.4024003,S
28,1670410077.1605082,S
29,1670410107.094802,F
30,1670410160.814051,S
31,1670410177.066876,S
32,1670410206.5165858,F
33,1670410260.2561357,F
34,1670410314.0515153,F
35,1670410367.9359834,S
36,1670410385.678792,S
37,1670410419.0325036,F
38,1670410472.822831,S
39,1670410490.6655204,S
40,1670410527.9128819,S
41,1670410548.895397,F
42,1670410602.78094,S
43,1670410619.3289917,S
44,1670410662.100414,S
45,1670410691.5043092,S
46,1670410709.3489175,F
47,1670410763.1339777,S
48,1670410784.4459035,F
49,1670410838.2162707,S
50,1670410869.4310396,F
51,1670410923.2427442,F
52,1670410977.0264366,F
53,1670411030.9450183,S
54,1670411058.461747,S
55,1670411075.0973823,F
56,1670411128.8678732,S
57,1670411158.3489242,S
58,1670411187.874962,F
59,1670411241.7035854,S
60,1670411262.7384899,F
61,1670411316.4570038,F
62,1670411370.166081,S
63,1670411386.4012406,S
64,1670411417.5772,F
65,1670411471.2689884,F
66,1670411524.957311,S
67,1670411542.6647508,S
68,1670411577.6697128,S
69,1670411610.5705092,S
70,1670411641.4209986,F
71,1670411695.2628443,F
72,1670411749.0541937,F
73,1670411802.894411,F
74,1670411856.6719882,F
75,1670411910.560527,F
76,1670411964.2499812,S
77,1670411995.828831,S
78,1670412026.7636917,S
79,1670412054.3869402,F
80,1670412108.190585,F
81,1670412161.9436707,S
82,1670412193.1065779,S
83,1670412215.8684075,F
84,1670412269.499871,S
85,1670412300.2465808,S
86,1670412330.3407936,F
87,1670412384.0363877,F
88,1670412437.7497845,S
89,1670412456.2805927,F
90,1670412510.096152,S
91,1670412527.880291,S
92,1670412549.9062636,S
93,1670412581.7314997,F
94,1670412635.568745,F
95,1670412689.1890092,F
96,1670412742.954069,F
97,1670412796.598179,S
98,1670412812.7218952,S
99,1670412834.7396524,S
100,1670412852.651955,F
101,1670412906.3021314,F
102,1670412960.0302978,F
103,1670413013.7413964,S
104,1670413041.6004167,F
105,1670413095.3329234,S
106,1670413112.04187,F
107,1670413165.8104584,S
108,1670413195.8662763,F
109,1670413249.7028413,S
110,1670413288.1100874,S
111,1670413314.2037802,S
112,1670413344.1199684,F
113,1670413397.894175,F
114,1670413451.7241526,F
115,1670413505.5637102,S
116,1670413534.0185108,F
117,1670413587.794223,F
118,1670413641.5123417,S
119,1670413674.0666828,S
120,1670413706.263537,S
121,1670413741.4017053,F
122,1670413795.8289692,S
123,1670413813.6301963,S
124,1670413839.4381309,S
125,1670413869.6031601,S
126,1670413908.423019,S
127,1670413934.7508836,S
128,1670413966.9033918,F
129,1670414020.7061217,S
130,1670414055.2233424,S
131,1670414087.5907516,F
132,1670414141.408673,F
133,1670414195.0233243,F
134,1670414248.7899988,F
135,1670414302.4369874,S
136,1670414330.8640375,F
137,1670414384.6724274,S
138,1670414417.13352,F
139,1670414470.9152598,S
140,1670414500.7992644,S
141,1670414540.9823294,S
142,1670414571.057122,S
143,1670414601.310034,S
144,1670414633.8163714,S
145,1670414660.2890673,F
146,1670414714.0650942,F
147,1670414767.7570844,F
148,1670414821.4445252,F
149,1670414875.0737233,S
150,1670414892.9055722,S
151,1670414925.9271872,S
152,1670414943.0542884,F
153,1670414996.8584678,S
154,1670415033.065264,S
155,1670415068.7040763,S
156,1670415097.6809142,F
157,1670415151.3372319,S
158,1670415172.3671505,S
159,1670415208.0198803,S
160,1670415255.1408317,S
161,1670415283.6904893,F
162,1670415337.5000923,S
163,1670415369.3188703,S
164,1670415398.5085948,S
165,1670415425.3018231,F
166,1670415479.3268998,S
167,1670415510.1114833,S
168,1670415538.668121,F
169,1670415592.6610484,F
170,1670415646.5229757,F
171,1670415700.3916385,F
172,1670415754.0510554,S
173,1670415783.5297396,S
174,1670415816.160397,S
175,1670415845.213742,S
176,1670415861.3864796,F
177,1670415915.1863391,S
178,1670415943.4917586,S
179,1670415974.437865,F
180,1670416028.0967488,F
181,1670416081.8830974,F
182,1670416135.612098,F
183,1670416189.4747028,S
184,1670416226.8795824,S
185,1670416264.9327376,S
186,1670416296.890043,S
187,1670416330.1227255,S
188,1670416351.3924313,S
189,1670416367.9526458,S
190,1670416405.448514,F
191,1670416459.1480672,F
192,1670416512.855976,F
193,1670416566.5860717,S
194,1670416587.4131975,F
195,1670416641.092031,S
196,1670416670.8256269,F
197,1670416724.5328798,S
198,1670416751.0910647,F
199,1670416804.843895,F
200,1670416858.587165,S
201,1670416884.3036625,F
202,1670416938.0910406,S
203,1670416975.8502464,S
204,1670417002.947764,F
205,1670417056.8085148,S
206,1670417074.5270262,F
207,1670417128.1536798,S
208,1670417158.547958,F
209,1670417212.307079,S
210,1670417244.734816,F
211,1670417298.3854818,S
212,1670417316.2216787,S
213,1670417346.7437036,S
214,1670417378.4187605,S
215,1670417405.1532714,S
216,1670417435.7172308,F
217,1670417489.6338093,F
218,1670417543.5592637,S
219,1670417575.1289184,F
220,1670417629.0313356,S
221,1670417659.1959593,S
222,1670417675.3332214,S
223,1670417709.5379863,S
224,1670417725.9746742,F
225,1670417779.961518,F
226,1670417833.972251,S
227,1670417860.4797075,F
228,1670417914.4485977,F
229,1670417968.3126807,S
230,1670418000.3963647,S
231,1670418043.3359542,S
232,1670418073.490389,S
233,1670418112.0107322,S
234,1670418133.0464258,S
235,1670418150.9906232,F
236,1670418204.9234998,S
237,1670418236.021611,S
238,1670418252.2859533,S
239,1670418281.234039,S
240,1670418309.922636,S
241,1670418326.4599075,S
242,1670418361.8590393,S
243,1670418399.6321607,F
244,1670418453.5369813,F
245,1670418507.4610295,S
246,1670418543.8972554,F
247,1670418597.9903986,S
248,1670418626.876259,S
249,1670418643.543496,S
250,1670418662.7212327,S
251,1670418697.439316,S
252,1670418724.8994002,F
253,1670418778.8939512,F
254,1670418832.8187814,S
255,1670418877.2480857,S
256,1670418898.118077,S
257,1670418930.7819903,F
258,1670418984.5364158,S
259,1670419014.4828756,F
260,1670419068.289807,S
261,1670419110.170104,S
262,1670419150.089573,S
263,1670419185.4850554,F
264,1670419239.1846838,S
265,1670419280.2056286,F
266,1670419333.9578478,S
267,1670419374.515826,F
268,1670419428.2224772,S
269,1670419470.7056131,F
270,1670419524.373898,S
271,1670419540.9318824,F
272,1670419594.9495037,S
273,1670419611.366904,S
274,1670419629.4860318,S
275,1670419669.929502,F
276,1670419723.8603084,S
277,1670419761.4963303,F
278,1670419815.3718097,S
279,1670419846.896465,F
280,1670419900.7950094,F
281,1670419954.7222714,S
282,1670419971.0391374,F
283,1670420024.796117,S
284,1670420042.7250714,S
285,1670420068.4532528,S
286,1670420084.7258184,F
287,1670420138.548658,S
288,1670420172.1639855,F
289,1670420225.9169805,S
290,1670420261.2094603,S
291,1670420297.62103,F
292,1670420351.3801045,F
293,1670420405.2555678,S
294,1670420426.4266136,S
295,1670420455.9187608,F
296,1670420509.8798602,F
297,1670420563.868544,F
298,1670420617.7476404,S
299,1670420648.3369133,S
300,1670420682.1297505,F
301,1670420736.216148,F
302,1670420790.2120328,S
303,1670420830.4129143,F
304,1670420884.3994334,S
305,1670420910.8832083,S
306,1670420942.9628646,F
307,1670420996.8494897,S
308,1670421029.3190587,F
309,1670421083.2477431,F
310,1670421137.1805494,S
311,1670421180.0710206,F
312,1670421234.0047884,F
313,1670421287.961878,F
314,1670421341.801627,F
315,1670421395.6272492,S
316,1670421425.169545,F
317,1670421479.0569298,F
318,1670421532.977566,S
319,1670421550.906814,S
320,1670421580.0225048,F
321,1670421633.8756783,S
322,1670421651.8938797,F
323,1670421705.8873706,S
324,1670421736.6207798,F
325,1670421790.4079545,S
326,1670421822.4863138,S
327,1670421854.2655652,F
328,1670421908.2323759,S
329,1670421943.5199327,F
330,1670421997.5127695,F
331,1670422051.3143919,S
332,1670422067.6585455,F
333,1670422121.5623765,F
334,1670422175.4613104,F
335,1670422229.2571626,F
336,1670422283.12432,S
337,1670422313.187837,S
338,1670422340.5273736,S
339,1670422361.766817,F
340,1670422415.714186,S
341,1670422447.2475557,F
342,1670422501.1287193,S
343,1670422521.961117,S
344,1670422563.161725,S
345,1670422584.36189,S
346,1670422620.6546264,S
347,1670422657.64433,F
348,1670422711.5134823,S
349,1670422744.522514,S
350,1670422775.2695794,S
351,1670422808.161077,F
352,1670422862.0214138,S
353,1670422895.2498932,S
354,1670422948.1309485,S
355,1670422964.4131997,S
356,1670422981.2644196,S
357,1670422997.6327174,F
358,1670423051.5092144,S
359,1670423082.6970901,F
360,1670423136.5980532,F
361,1670423190.5080283,S
362,1670423220.1319797,F
363,1670423273.9812608,F
364,1670423327.8008606,S
365,1670423376.7079475,F
366,1670423430.4756038,F
367,1670423484.0645177,S
368,1670423514.8547597,F
369,1670423568.5898268,S
370,1670423598.90949,S
371,1670423620.2712774,F
372,1670423674.2681186,F
373,1670423728.1779063,S
374,1670423762.9034936,F
375,1670423816.7180078,S
376,1670423853.711905,F
377,1670423907.5846744,S
378,1670423934.6706898,S
379,1670423967.9450097,F
380,1670424021.9434621,S
381,1670424048.2192068,S
382,1670424079.0808532,F
383,1670424133.1108527,S
384,1670424154.0936496,S
385,1670424187.590933,S
386,1670424225.4971464,S
387,1670424243.4188426,F
388,1670424297.3256552,S
389,1670424340.7426744,S
390,1670424379.9791288,S
391,1670424414.386284,S
392,1670424432.21468,F
393,1670424485.9934745,S
394,1670424507.5368876,F
395,1670424561.559125,S
396,1670424582.8749337,S
397,1670424626.0792754,S
398,1670424675.3014312,S
399,1670424712.235661,S
400,1670424728.9812827,S
401,1670424772.3105483,S
402,1670424793.1900542,F
403,1670424846.9556513,S
404,1670424876.4182801,S
405,1670424892.9630325,S
406,1670424914.1776607,F
407,1670424968.135763,F
408,1670425021.9434617,F
409,1670425075.682659,S
410,1670425108.1378245,S
411,1670425124.7069445,F
412,1670425178.6450844,S
413,1670425199.6345813,S
414,1670425230.1545277,F
415,1670425283.9025724,S
416,1670425320.7172894,S
417,1670425367.4590461,F
418,1670425421.2875562,F
419,1670425474.9647713,F
420,1670425528.6249247,F
421,1670425582.21137,S
422,1670425615.9753594,S
423,1670425659.5287933,S
424,1670425690.433709,S
425,1670425728.6553073,S
426,1670425764.5387998,S
427,1670425799.5577605,F
428,1670425853.245681,F
429,1670425906.918883,F
430,1670425960.6250203,S
431,1670425992.4031982,S
432,1670426027.1317797,S
433,1670426048.3985229,S
434,1670426069.4354992,F
435,1670426123.0884879,S
436,1670426139.4715493,F
437,1670426193.3151293,F
438,1670426247.115529,S
439,1670426263.3435085,S
440,1670426284.5162182,F
441,1670426338.4276288,F
442,1670426392.2821007,S
443,1670426408.6892037,F
444,1670426462.4603417,S
445,1670426492.713329,F
446,1670426546.5254579,F
447,1670426600.221334,F
448,1670426653.9457717,S
449,1670426691.9561734,F
450,1670426745.6855347,F
451,1670426799.3874595,F
452,1670426853.084614,F
453,1670426906.8719647,S
454,1670426935.4894323,S
455,1670426980.9679008,S
456,1670427011.387351,S
457,1670427027.822666,S
458,1670427059.0331774,F
459,1670427112.961023,S
460,1670427145.945247,F
461,1670427199.6879435,S
462,1670427241.8788688,S
463,1670427259.7678003,S
464,1670427289.4789653,S
465,1670427333.8343287,F
466,1670427387.5068753,S
467,1670427408.6439316,S
468,1670427445.2082536,S
469,1670427466.2453146,F
470,1670427519.9896438,S
471,1670427536.377696,S
472,1670427595.3853247,F
473,1670427649.1458557,S
474,1670427665.4615533,S
475,1670427682.0234165,F
476,1670427735.962372,S
477,1670427756.9466712,F
478,1670427810.6492162,F
479,1670427864.3366084,F
480,1670427917.962515,F
481,1670427971.6776252,F
482,1670428025.4097393,S
483,1670428067.0867836,S
484,1670428115.45447,S
485,1670428147.2776487,S
486,1670428163.6361554,F
487,1670428217.4989316,F
488,1670428271.4666932,F
489,1670428325.3202448,F
490,1670428379.086327,S
491,1670428408.1640897,F
492,1670428461.9458053,F
493,1670428515.6842031,S
494,1670428546.0600543,F
495,1670428599.7158558,F
496,1670428653.3454986,F
497,1670428707.0276573,S
498,1670428743.2772508,S
499,1670428764.222608,S
500,1670428799.623517,S
501,1670428828.898627,S
502,1670428845.348036,F
503,1670428899.240154,S
504,1670428915.6894457,F
505,1670428969.7188938,S
506,1670428990.7783885,F
507,1670429044.5838327,S
508,1670429065.4457269,S
509,1670429086.4693863,S
510,1670429125.2678483,S
511,1670429146.2438166,S
512,1670429167.4042482,S
513,1670429183.9118338,S
514,1670429213.4562054,S
515,1670429244.2262347,S
516,1670429274.0371852,S
517,1670429313.182085,S
518,1670429340.880074,F
519,1670429394.7196357,S
520,1670429412.7428238,S
521,1670429433.8567917,S
522,1670429466.4470837,F
523,1670429520.8420951,S
524,1670429553.9698598,S
525,1670429571.9335096,F
526,1670429625.632015,F
527,1670429679.2707286,S
528,1670429710.302517,S
529,1670429747.6934369,F
530,1670429801.617911,S
531,1670429819.6544082,F
532,1670429873.5514824,S
533,1670429904.8864195,S
534,1670429922.9743624,F
535,1670429976.9265797,S
536,1670430021.7479894,F
537,1670430075.5058541,F
538,1670430129.501099,F
539,1670430183.416692,F
540,1670430237.2068665,S
541,1670430268.0424168,S
542,1670430299.5725105,S
543,1670430334.3120146,S
544,1670430372.30375,S
545,1670430388.6146693,F
546,1670430442.7290704,S
547,1670430459.1995003,F
548,1670430513.2845702,S
549,1670430542.8502855,S
550,1670430576.6359987,S
551,1670430620.2918522,S
552,1670430668.3212528,S
553,1670430703.8664622,S
554,1670430737.3777878,F
555,1670430791.2799985,F
